StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Semana,Tipo de Formato
16/06/22 22:46,16/06/22 22:47,IP Address,189.160.222.50,100,86,True,16/06/22 22:47,R_2z5wDlhcQ9dnhnL,@01539,,25.6794,-100.2066,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho el proyecto :),"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo muy interesante,Reconocimiento,28005,IMAGINEA,SAC - Sociedad de Alumnos de Comunicación,3,1-3,Regular
16/06/22 22:48,16/06/22 22:49,IP Address,192.141.244.108,100,48,True,16/06/22 22:49,R_vBmWegmrZjCNaWl,@01540,,19.4326,-99.1332,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,Falta más difusión ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
16/06/22 22:48,16/06/22 22:50,IP Address,131.178.102.144,100,83,True,16/06/22 22:50,R_1n2YoIZMnFl6iWY,@01541,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho", 4, 2,"
5 Muy Satisfecho","
1 Nada Satisfecho", 4, 4, 3,No,Sí,-, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",-,Área de oportunidad,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
16/06/22 22:50,16/06/22 22:52,IP Address,187.167.216.244,100,135,True,16/06/22 22:52,R_SNzqTh1khAluEnL,@01542,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,Fue un buen proyecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue interesante la experiencia y siempre y satisfactorio saber que estamos ayudando a los jóvenes a seguir con sus estudios.,Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
16/06/22 22:53,16/06/22 22:53,IP Address,201.172.157.7,100,32,True,16/06/22 22:53,R_2vjs117Kr3VxeoC,@01543,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,-,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
13/06/22 20:26,16/06/22 22:54,IP Address,187.188.73.199,100,268091,True,16/06/22 22:54,R_SJCHo93LkzPGLEl,@01544,,25.7831,-100.1807,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Fue un proyecto muy interesante, ya que ayudó a los niños y adultos conocer más acerca de la tecnología.", 4,"
5 Totalmente de Acuerdo", 4, 4,,,28209,Computación para Todos,SAITD – Sociedad de Alumnos de Ingeniería en Transformación Digital de Negocios,3,1-3,Regular
16/06/22 22:58,16/06/22 22:59,IP Address,187.189.142.212,100,31,True,16/06/22 22:59,R_swbra1SjBiPZX7r,@01545,,25.5851,-100.2854,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente experiencia,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,,,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
15/06/22 10:54,16/06/22 23:03,IP Address,131.178.200.61,100,130136,True,16/06/22 23:03,R_2BmnBbqOxWJMZYp,@01546,,19.4371,-99.0111,email,ES-ES, 4, 4, 4,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Siento que la causa que guía a este proyecto solidario es increíble y tiene mucho potencial. Se puede seguir desarrollando.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me interesó mucho al inicio pero me gustaría explorar otras áreas desde las que puedo apoyar a la osf,Área de oportunidad,28102,Comunicando para un mundo más verde,"WEEDS, Worldwide Education in Environmental Development and Sustainability, A.C.",3,1-3,Regular
16/06/22 22:48,16/06/22 23:04,IP Address,131.178.200.61,100,999,True,16/06/22 23:04,R_AyPWCrDdumNFA3L,@01547,,19.4371,-99.0111,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muchas gracias por la oportunidad,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo increíble,,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
16/06/22 23:28,16/06/22 23:29,IP Address,187.192.50.249,100,48,True,16/06/22 23:29,R_2eb7iD8MyxuOYzt,@01548,,25.6819,-100.2631,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 0:09,17/06/22 0:10,IP Address,76.208.95.224,100,109,True,17/06/22 0:10,R_2qyLk8F2BrkUMEl,@01549,,29.6285,-98.437,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue muy enriquecedor,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",fue un poco difícil asistir siempre y estar enfocada,Área de oportunidad,28046,Emprender para Todos,"SAIID, Sociedad de Alumnos de Ingeniería en Innovación y Desarrollo",3,1-3,Regular
14/06/22 23:20,17/06/22 0:17,IP Address,189.207.53.236,100,176242,True,17/06/22 0:17,R_1JDZR354B3NOfce,@01550,,25.5011,-100.2383,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Un muy buen proyecto, buena organización y ejecución de todo desde mi punto de vista. ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Una experiencia bastante agradable el poder convivir y guiar a los niños durante el curso. Siento que el objetivo en mente se logro de buena manera,Área de oportunidad,28194,Minirobótica,"SAIMT, Sociedad de Alumnos de Ingeniería en Mecatrónica",3,1-3,Regular
17/06/22 2:02,17/06/22 2:06,IP Address,189.158.83.196,100,257,True,17/06/22 2:06,R_AG1yN1Va9jz1Tzz,@01551,,25.7633,-100.2783,email,ES-ES, 4,"
5 Muy Satisfecho", 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,No,Sí,"Pedir mas requisitos para la inscripciones a clases y cartas compromisos, mejor comunicación en cuanto a los anuncios.", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"Me gusto poder enseñar a mas personas, pero me gustaria haberles enseñado no solo de una materia si no algo que verdaderamente le sirviera y de manera presencial.",Área de oportunidad,28045,Sacbé Secundaria,Sacbé,3,1-3,Regular
16/06/22 22:35,17/06/22 3:46,IP Address,189.179.209.195,100,18664,True,17/06/22 3:46,R_umhYGVYR1azq1Q5,@01552,,27.479,-99.6724,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Se me hizo una buena organización ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Una buena experiencia y me siento contento de haber trabajado en mi persona hacia los niños y de haberles enseñado nuevas cosas,Reconocimiento,28048,Un Paso Adelante,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 5:19,17/06/22 5:25,IP Address,189.219.248.222,100,386,True,17/06/22 5:25,R_32PdeA9rFsmDZRm,@01553,,25.8261,-100.2187,email,ES-ES, 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"El proyecto estuvo muy interesante, gran idea y espero que les sriva y le saquen mucho provecho a la aplicación.", 3, 4, 4,"
5 Totalmente de Acuerdo",Tuvimos que modificar la idea principal del proyecto y eso estuvo interesante ya que tuvimos que otra vez entender la nueva necesidad que detectaron y fue un reto adaptar lo que ya teníamos y reutilizar lo más que pudimos a los nuevos requerimientos. Sin embargo fue una muy buena experiencia.,Reconocimiento,28156,Implementación APP Parque Rufino Tamayo,"Patronato del Parque Rufino y Olga Tamayo, A.C. (San pedro parques)",3,1-3,Regular
17/06/22 5:45,17/06/22 5:47,IP Address,187.167.220.37,100,96,True,17/06/22 5:47,R_2wAAeJdwgcfspSL,@01554,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Me encanto la experiencia y espero poder continuar , 4, 4, 4, 4,Fue muy gratificante dejar un granito de arena ,Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 5:43,17/06/22 5:47,IP Address,189.218.222.244,100,214,True,17/06/22 5:47,R_cYlVnwaUdaXqUfv,@01555,,26.1659,-99.5337,email,ES-ES, 4, 4, 4, 4, 4, 3, 4, 4,Sí,Sí,Gracias por tomarse el tiempo y poner dedicación hacia la educación de Nuevo León , 4, 4, 4, 4,"Me gusto mucho enseñar temas de matemáticas para las niñas de 5to grado, fueron muy lindas y le echaron muchas ganas ",Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 5:45,17/06/22 5:48,IP Address,201.172.231.77,100,181,True,17/06/22 5:48,R_1jJRPFSCgNL6q6D,@01556,,25.5011,-100.2383,email,ES-ES, 4, 4, 4, 4, 3, 4, 4, 4,Sí,Sí,Me parece muy valiosa su labor. , 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue remoto entonces hubieron algunas limitaciones pero fuera de eso estuvo agradable la experiencia , nunca había hecho algo así y me siento satisfecha ",Reconocimiento,28267,Yo quiero trabajar (Medios de Vida) - Cáritas Mexicana,"CÁRITAS MEXICANA, IAP",3,1-3,Regular
14/06/22 16:22,17/06/22 5:56,IP Address,189.152.114.93,100,221688,True,17/06/22 5:56,R_2uL0iMDcJKCfZCa,@01557,,25.6819,-100.2631,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Muy importante compartir los temas que se compartieron a la comunidad dirigida., 4, 4, 4, 4,Todo sumamente importante de compartir.,Reconocimiento,28199,DOS – Descubriendo otros Superpoderes,SALAEt - Sociedad de Alumnos de Licenciado en Estrategia y Transformación de Negocios,3,1-3,Regular
17/06/22 6:06,17/06/22 6:07,IP Address,131.178.102.140,100,62,True,17/06/22 6:07,R_2v8pYdpBBkzliSs,@01558,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Reconocimiento,28055,Coach de futbol americano,"Club Deportivo de Fútbol Americano Avispones, A.C.",3,1-3,Regular
17/06/22 6:40,17/06/22 6:42,IP Address,187.189.165.111,100,131,True,17/06/22 6:42,R_3x5FPNBujOzelgd,@01559,,22.1345,-100.9452,email,ES-ES, 4, 4, 3, 2, 3, 3, 3,"
5 Muy Satisfecho",No,Sí,Hay que obtener más compromiso por parte de los beneficiarios y de sus padres. Es muy dificil apoyar en este servicio social sin el compromiso de ellos. Había clases en las que solo se presentó una beneficiara o incluso ninguna., 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Área de oportunidad,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 6:40,17/06/22 6:43,IP Address,187.167.203.178,100,141,True,17/06/22 6:43,R_2949w0VDQh3xJ5N,@01560,,25.8264,-100.4082,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Siento que trato de involucrarnos mucho a los estudiantes con su causa.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto mucho, siento que aprendí demasiadas cosas",Reconocimiento,28259,alimentos con amor,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",3,1-3,Regular
17/06/22 6:57,17/06/22 6:59,IP Address,47.60.39.230,100,108,True,17/06/22 6:59,R_1GDZddlHuCCBite,@01561,,40.4163,-3.6934,email,ES-ES, 4, 4, 4,"
5 Muy Satisfecho", 4, 4, 4,"
5 Muy Satisfecho",No,Sí,"Mejorar un poco la logística, organización y comunicación.", 4,"
5 Totalmente de Acuerdo", 4, 4,"Sentir una gran satisfacción al poder influir en el ámbito económico de las personas, que mejoren su calidad de vida y la de sus familias.",Reconocimiento,28050,Ángeles Emprendiendo,SALAEt - Sociedad de Alumnos de Licenciado en Estrategia y Transformación de Negocios,3,1-3,Regular
15/06/22 10:16,17/06/22 7:28,IP Address,131.178.102.128,100,162699,True,17/06/22 7:28,R_3oF1RqsUksvWnFQ,@01562,,25.6449,-100.311,email,ES-ES, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 3,Sí,Sí,"Muy buena participación y proyecto, busquen expandirse", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,Reconocí muchos prejuicios que tenía sobre ciertos temas y los cambié,Reconocimiento,28048,Un Paso Adelante,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
17/06/22 7:27,17/06/22 7:28,IP Address,189.175.36.140,100,111,True,17/06/22 7:28,R_aW2GrkyiPLcL7Ox,@01563,,25.6449,-100.311,email,ES-ES, 4, 4,"
5 Muy Satisfecho", 3,"
5 Muy Satisfecho", 3, 4, 4,Sí,Sí,Un poco más de comprensión de que somos estudiantes y estamos generando todo el contenido con la mayor calidad posible,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me encantó, estoy muy satisfecha",Reconocimiento,28050,Ángeles Emprendiendo,SALAEt - Sociedad de Alumnos de Licenciado en Estrategia y Transformación de Negocios,3,1-3,Regular
17/06/22 7:28,17/06/22 7:29,IP Address,201.175.204.251,100,112,True,17/06/22 7:29,R_123ENxvOIAWAILt,@01564,,25.7696,-100.2828,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,No,Sí,"Dar clases de robótica a niños con tan pocos robots es inviable, es muy difícil capturar su atención cuando no tienen la oportunidad de trabajar por su cuenta. Además, los kits están incompletos en su mayoría ", 4, 4, 4, 4,,,28194,Minirobótica,"SAIMT, Sociedad de Alumnos de Ingeniería en Mecatrónica",3,1-3,Regular
17/06/22 7:29,17/06/22 7:30,IP Address,189.159.27.188,100,43,True,17/06/22 7:30,R_CZGlPNOZOos5Dyh,@01565,,25.6759,-100.3208,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encanto trabajar con ustedes,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",:),Reconocimiento,28198,EnseñARTE,"SALAD, Sociedad de Alumnos en Animación y Arte Digital",3,1-3,Regular
17/06/22 7:30,17/06/22 7:31,IP Address,131.178.102.108,100,76,True,17/06/22 7:31,R_cAMAZq53zjuwQVz,@01566,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho", 4, 4,Sí,Sí,Me encantó trabajar con ustedes,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4, 4,Me encantó el servicio social fue muy divertido e enriquecedor ,,28049,Programando un México Mejor,"SAITC, Sociedad de Alumnos de Ingeniería en Tecnologías Computacionales",3,1-3,Regular
17/06/22 7:27,17/06/22 7:34,IP Address,131.178.102.196,100,420,True,17/06/22 7:34,R_vcN6V9WDccxQcZr,@01567,,25.6449,-100.311,email,ES-ES, 3, 3, 3, 3,"
1 Nada Satisfecho", 3, 3, 4,Sí,No,"Al principio pensaba que iba a dar asesoría, no grabar videos, eso me desilusionó. ", 3, 3, 4, 3,,,28017,Asesoría escolar a distancia con Promoción de Paz,"PROMOCIÓN DE PAZ, A.B.P.",3,1-3,Regular
16/06/22 17:08,17/06/22 7:36,IP Address,187.189.19.166,100,52069,True,17/06/22 7:36,R_2pQ3eui2aOUkZ7L,@01568,,25.793,-100.253,email,ES-ES, 4, 3, 3, 2, 2, 2, 3, 4,Sí,Sí,Muy bonita la causa del socio formador, 3, 3, 3, 4,Estuvo muy interesante la experiencia ,Reconocimiento,28022,Aprende con KREI,Zihuame Mochilla A.C.,3,1-3,Regular
17/06/22 7:36,17/06/22 7:38,IP Address,189.203.91.102,100,116,True,17/06/22 7:38,R_D38c2WbXQjtMkjD,@01569,,25.5851,-100.2854,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Agradecido por tener la oportunidad de participar en el proyecto y generar un impacto en la sociedad, 4, 4, 4, 4,Destacar el hecho de que se cumplió el objetivo en particular del proyecto,Reconocimiento,28044,Motivación en Movimiento,"PRODEIQ, Programa para el Desarrollo del Ingeniero Químico",3,1-3,Regular
17/06/22 7:44,17/06/22 7:47,IP Address,187.192.38.75,100,171,True,17/06/22 7:47,R_1BWQl1qeOoJNJYH,@01570,,25.6759,-100.3208,email,ES-ES, 3, 3, 4, 3, 2, 3, 3, 4,Sí,Sí,Que los organizadores tuvieran una mejor actitud hacia los estudiantes, 4, 4, 3, 3,El objetivo es bueno pero la actitud de los representantes hizo que el servicio se sintiera tedioso,Área de oportunidad,28017,Asesoría escolar a distancia con Promoción de Paz,"PROMOCIÓN DE PAZ, A.B.P.",3,1-3,Regular
17/06/22 7:49,17/06/22 7:49,IP Address,131.178.102.144,100,36,True,17/06/22 7:49,R_12my9C8qnGHMjI7,@01571,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,n/a,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",n/a,Reconocimiento,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
17/06/22 7:50,17/06/22 7:51,IP Address,200.68.165.24,100,68,True,17/06/22 7:51,R_1mlzscnv47C9ZWA,@01572,,25.6641,-100.3178,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,No,Sí,Dar un poco de Intro a lo que se quiere llegar para concientizar a las personas con lo que están por hacer, 4, 4, 4, 4,,,28045,Sacbé Secundaria,Sacbé,3,1-3,Regular
17/06/22 7:55,17/06/22 7:57,IP Address,179.61.245.21,100,87,True,17/06/22 7:57,R_2YFWPA5tqo2YCUy,@01573,,19.4326,-99.1332,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Muy padre todo :),"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",.,Reconocimiento,28003,Cosmonautas,"SATEM, Sociedad Astronómica del Tecnológico de Monterrey",3,1-3,Regular
16/06/22 23:17,17/06/22 8:01,IP Address,189.152.241.91,100,31456,True,17/06/22 8:01,R_3izhxs6fXR9H02K,@01574,,25.6819,-100.2631,email,ES-ES, 4, 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 3,Sí,Sí,Excelente iniciativa es algo que debe de implementarse mas,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo",Poder asesorar a personas que necesitan esta información fue algo muy bueno de lo que me sentí bastante útil.,Reconocimiento,28046,Emprender para Todos,"SAIID, Sociedad de Alumnos de Ingeniería en Innovación y Desarrollo",3,1-3,Regular
17/06/22 6:36,17/06/22 8:01,IP Address,189.159.29.155,100,5121,True,17/06/22 8:01,R_2DMjJojTvUmZGap,@01575,,25.7862,-100.3585,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue muy bonito ver el esfuerzo y desempeño que hacen las encargadas para que todo salga como debe y dar el mejor servicio para sus alumnos.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Fue una experiencia muy enriquecedora, me gusto mucho y aprendí mucho.",Reconocimiento,28292,Actividades para llevar a cabo los programas de intervención para niños niñas y adolescentes con autismo,"ARENA, Asociación Regiomontana de Niños Autistas, A.B.P",3,1-3,Regular
17/06/22 8:01,17/06/22 8:05,IP Address,131.178.102.128,100,264,True,17/06/22 8:05,R_wKV2VCD2L9GCKYN,@01576,,25.6449,-100.311,email,ES-ES, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4,"
5 Muy Satisfecho", 3,Sí,Sí,Ofrecer más opciones de transporte desde el tec para aquellos que no tengan vehículo propio y las escuelas no están cerca  , 4, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",muy buena experiencia,Reconocimiento,28126,Semilleros de Paz,"Viccali, Vida con Calidad, A.C.",3,1-3,Regular
17/06/22 8:08,17/06/22 8:09,IP Address,201.172.194.96,100,88,True,17/06/22 8:09,R_3rIJsKbP82t3Lpi,@01577,,25.6759,-100.3208,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,"Muy orgullosa de ellos, su logística y desempeño ", 4, 4, 4, 4,Muy interesante ,Reconocimiento,28046,Emprender para Todos,"SAIID, Sociedad de Alumnos de Ingeniería en Innovación y Desarrollo",3,1-3,Regular
17/06/22 8:22,17/06/22 8:23,IP Address,131.178.102.164,100,66,True,17/06/22 8:23,R_3jVyqpB8nndC5w4,@01578,,25.6449,-100.311,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muchas gracias,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo muy bien,Reconocimiento,28198,EnseñARTE,"SALAD, Sociedad de Alumnos en Animación y Arte Digital",3,1-3,Regular
17/06/22 8:31,17/06/22 8:32,IP Address,131.178.102.204,100,95,True,17/06/22 8:33,R_vxFe37cUYbLMTrb,@01579,,25.6449,-100.311,email,ES-ES, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,  ., 4, 4, 4, 4,  .,Reconocimiento,28196,Sembrando Conciencia,"SAIQ, Sociedad de Alumnos de Ingeniería Química",3,1-3,Regular
17/06/22 8:33,17/06/22 8:34,IP Address,201.159.98.32,100,45,True,17/06/22 8:34,R_C7uMjfhq9M12DM5,@01580,,25.8109,-100.36,email,ES-ES,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Todo perfecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Todo excelente,Reconocimiento,28047,Niños Regios,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",3,1-3,Regular
